participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp110	1.0	0.0	2494.899999976158	97
sub-pp110	1.0	0.0	1317.0	63
sub-pp110	1.0	0.0	1709.300000011921	582
sub-pp110	1.0	0.0	1531.199999988079	694
sub-pp110	1.0	0.0	2376.0	7285
sub-pp110	1.0	0.0	2312.399999976158	6439
sub-pp110	1.0	0.0	3858.199999988079	42731
sub-pp110	1.0	0.0	9769.30000001192	75836
sub-pp110	1.0	0.0	7120.599999964237	392487
sub-pp110	1.0	0.0	5145.600000023842	619473
sub-pp110	1.0	0.0	7550.899999976158	4179386
sub-pp110	1.0	0.0	9371.200000047684	6917428
sub-pp110	1.0	0.0	9104.799999952316	38296174
sub-pp110	1.0	0.0	15532.899999976158	58132647
sub-pp110	1.0	0.0	24428.400000035763	275863194
sub-pp110	1.0	0.0	27565.700000047684	713942568
