participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp155	1.0	0.0	1806.900000095368	97
sub-pp155	1.0	0.0	2154.300000190735	63
sub-pp155	1.0	0.0	1906.199999809265	582
sub-pp155	1.0	0.0	1659.8999996185305	694
sub-pp155	1.0	0.0	2599.199999809265	7285
sub-pp155	1.0	0.0	2790.599999904633	6439
sub-pp155	1.0	0.0	2595.7999997138977	42731
sub-pp155	1.0	0.0	3147.5	75836
sub-pp155	0.0	1.0	5123.099999904633	392847
sub-pp155	1.0	0.0	4336.89999961853	619473
sub-pp155	0.0	1.0	5450.5	4173986
sub-pp155	0.0	1.0	7396.5	6197428
