participant_id	cvlt-long_corr	cvlt-long_incorr	cvlt-long_RT
sub-pp124	1.0	0.0	2806.699999809265
sub-pp124	1.0	0.0	1702.6999998092651
sub-pp124	1.0	0.0	1889.5
sub-pp124	1.0	0.0	1363.4000005722046
sub-pp124	0.0	1.0	2146.8999996185303
sub-pp124	1.0	0.0	1251.6999998092651
sub-pp124	1.0	0.0	1402.4000005722046
sub-pp124	1.0	0.0	1258.6000003814695
sub-pp124	0.0	1.0	1219.2999992370603
sub-pp124	1.0	0.0	1172.0999994277954
sub-pp124	1.0	0.0	1056.6000003814695
sub-pp124	1.0	0.0	2571.0
sub-pp124	1.0	0.0	2163.6000003814697
sub-pp124	1.0	0.0	1387.0
sub-pp124	1.0	0.0	1211.0
sub-pp124	1.0	0.0	1299.1999998092651
sub-pp124	1.0	0.0	2723.0
sub-pp124	1.0	0.0	1434.6000003814695
sub-pp124	0.0	1.0	2442.699999809265
sub-pp124	1.0	0.0	1643.5
sub-pp124	1.0	0.0	1322.2000007629397
sub-pp124	1.0	0.0	1387.1999998092651
sub-pp124	1.0	0.0	1363.6000003814695
sub-pp124	1.0	0.0	1443.6000003814695
sub-pp124	0.0	1.0	1401.9000005722046
sub-pp124	1.0	0.0	1235.7000007629397
sub-pp124	1.0	0.0	1507.6000003814695
sub-pp124	1.0	0.0	1386.5
sub-pp124	1.0	0.0	1268.1000003814695
sub-pp124	1.0	0.0	2291.699999809265
sub-pp124	1.0	0.0	2602.800000190735
sub-pp124	1.0	0.0	1195.5
sub-pp124	1.0	0.0	1411.4000005722046
sub-pp124	0.0	1.0	1242.3000001907349
sub-pp124	1.0	0.0	1354.5999994277954
sub-pp124	1.0	0.0	1555.1999998092651
sub-pp124	1.0	0.0	1379.5999994277954
sub-pp124	1.0	0.0	1363.8000001907349
sub-pp124	0.0	1.0	1235.3000001907349
sub-pp124	1.0	0.0	1290.8000001907349
sub-pp124	1.0	0.0	1531.7999992370603
sub-pp124	1.0	0.0	1274.6999998092651
sub-pp124	1.0	0.0	1452.5999994277954
sub-pp124	1.0	0.0	1260.3000001907349
