participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp159	1.0	0.0	2901.0	97
sub-pp159	1.0	0.0	2455.4000000003725	63
sub-pp159	1.0	0.0	2809.5	582
sub-pp159	1.0	0.0	2513.699999999255	694
sub-pp159	1.0	0.0	2943.5	7285
sub-pp159	0.0	1.0	16438.400000000373	6489
sub-pp159	1.0	0.0	3561.100000000559	42731
sub-pp159	1.0	0.0	3310.399999999441	75836
sub-pp159	1.0	0.0	5980.700000000186	392487
sub-pp159	1.0	0.0	8423.399999999441	619473
sub-pp159	1.0	0.0	17213.0	4179386
sub-pp159	1.0	0.0	7994.300000000745	6917428
sub-pp159	0.0	1.0	11594.900000000373	38269174
sub-pp159	0.0	1.0	11789.5	58173456
