participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp067	1.0	0.0	1902.5	97
sub-pp067	1.0	0.0	1971.0	63
sub-pp067	1.0	0.0	2543.4000000003725	582
sub-pp067	1.0	0.0	1930.0	694
sub-pp067	1.0	0.0	2779.2000000011176	7285
sub-pp067	1.0	0.0	2870.5999999996275	6439
sub-pp067	1.0	0.0	3003.5999999996275	42731
sub-pp067	1.0	0.0	2501.0	75836
sub-pp067	1.0	0.0	3475.2000000011176	392487
sub-pp067	1.0	0.0	2618.60000000149	619473
sub-pp067	0.0	1.0	6304.599999999628	4173986
sub-pp067	1.0	0.0	4079.39999999851	6917428
sub-pp067	0.0	1.0	3899.599999999628	38296714
sub-pp067	1.0	0.0	3554.60000000149	58132647
sub-pp067	0.0	1.0	8716.5	275638194
sub-pp067	1.0	0.0	11134.599999999627	713942568
