participant_id	mlat5_corr	mlat5_incorr	mlat5_RT
sub-pp105	1.0	0.0	2134.600000023842
sub-pp105	1.0	0.0	1435.399999976158
sub-pp105	1.0	0.0	2129.899999976158
sub-pp105	1.0	0.0	1369.5
sub-pp105	0.0	1.0	4367.800000071526
sub-pp105	1.0	0.0	6965.600000023842
sub-pp105	1.0	0.0	3343.399999976158
sub-pp105	1.0	0.0	3645.899999976158
sub-pp105	1.0	0.0	2231.700000047684
sub-pp105	1.0	0.0	2265.600000023842
sub-pp105	1.0	0.0	1919.899999976158
sub-pp105	1.0	0.0	10773.699999928474
sub-pp105	0.0	1.0	3976.6999999284735
sub-pp105	0.0	1.0	6307.299999952316
sub-pp105	1.0	0.0	4495.5
sub-pp105	1.0	0.0	3839.600000023842
sub-pp105	1.0	0.0	21052.5
sub-pp105	1.0	0.0	3475.1999999284744
sub-pp105	1.0	0.0	6257.599999904633
sub-pp105	0.0	1.0	10648.699999928474
sub-pp105	1.0	0.0	5056.399999976158
sub-pp105	1.0	0.0	2358.0
sub-pp105	0.0	1.0	7090.5
sub-pp105	1.0	0.0	1807.899999976158
