participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp105	1.0	0.0	2134.1999999284744	97
sub-pp105	1.0	0.0	2582.5	63
sub-pp105	1.0	0.0	2127.2999999523163	582
sub-pp105	1.0	0.0	1469.100000023842	694
sub-pp105	1.0	0.0	2368.599999904633	7285
sub-pp105	1.0	0.0	2355.600000023842	6439
sub-pp105	1.0	0.0	2956.600000023842	42731
sub-pp105	1.0	0.0	2855.3000000715256	75836
sub-pp105	0.0	1.0	6976.0	329487
sub-pp105	1.0	0.0	5230.5	619473
sub-pp105	1.0	0.0	6837.100000023842	4179386
sub-pp105	0.0	1.0	113254.0	6459738
sub-pp105	0.0	1.0	4955.0	3829174
sub-pp105	0.0	1.0	9874.100000023842	5813247
