participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp024	1.0	0.0	2924.899999976158	97
sub-pp024	1.0	0.0	3114.300000011921	63
sub-pp024	1.0	0.0	3456.0	582
sub-pp024	1.0	0.0	2980.5	694
sub-pp024	1.0	0.0	3234.699999988079	7285
sub-pp024	1.0	0.0	3009.300000011921	6439
sub-pp024	1.0	0.0	4492.800000011921	42731
sub-pp024	1.0	0.0	3923.900000035763	75836
sub-pp024	1.0	0.0	6622.199999988079	392487
sub-pp024	1.0	0.0	6978.0	619473
sub-pp024	1.0	0.0	8099.899999976158	4179386
sub-pp024	1.0	0.0	6220.600000023842	6917428
sub-pp024	0.0	1.0	11015.100000023842	32891674
sub-pp024	0.0	1.0	20737.89999997616	5861374
