participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp073	1.0	0.0	1754.2000000001865	97
sub-pp073	1.0	0.0	1590.3000000002794	63
sub-pp073	1.0	0.0	2480.899999999907	582
sub-pp073	1.0	0.0	3002.600000000093	694
sub-pp073	1.0	0.0	3724.1999999997206	7285
sub-pp073	1.0	0.0	2210.899999999907	6439
sub-pp073	1.0	0.0	3801.400000000373	42731
sub-pp073	1.0	0.0	3216.600000000093	75836
sub-pp073	1.0	0.0	7449.0999999996275	392487
sub-pp073	1.0	0.0	5912.899999999907	619473
sub-pp073	0.0	1.0	7116.899999999907	41739486
sub-pp073	1.0	0.0	6679.399999999907	6917428
sub-pp073	0.0	1.0	7794.300000000279	382916374
sub-pp073	0.0	1.0	8252.5	581326487
