participant_id	mlat5_corr	mlat5_incorr	mlat5_RT
sub-pp169	1.0	0.0	2346.0
sub-pp169	1.0	0.0	1396.0
sub-pp169	1.0	0.0	3731.0
sub-pp169	1.0	0.0	1531.0
sub-pp169	1.0	0.0	1708.0
sub-pp169	1.0	0.0	1378.0
sub-pp169	1.0	0.0	1229.0
sub-pp169	1.0	0.0	7753.0
sub-pp169	1.0	0.0	1323.0
sub-pp169	1.0	0.0	1132.0
sub-pp169	1.0	0.0	1902.0
sub-pp169	1.0	0.0	2857.0
sub-pp169	0.0	1.0	6438.0
sub-pp169	0.0	1.0	1518.0
sub-pp169	1.0	0.0	4550.0
sub-pp169	1.0	0.0	4315.0
sub-pp169	0.0	1.0	2128.0
sub-pp169	1.0	0.0	4918.0
sub-pp169	1.0	0.0	2672.0
sub-pp169	1.0	0.0	1944.0
sub-pp169	1.0	0.0	1762.0
sub-pp169	1.0	0.0	2467.0
sub-pp169	1.0	0.0	6225.0
sub-pp169	1.0	0.0	3420.0
