participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp027	1.0	0.0	3630.299999952316	97
sub-pp027	1.0	0.0	1381.5	63
sub-pp027	1.0	0.0	1426.5	582
sub-pp027	1.0	0.0	1320.6999999284744	694
sub-pp027	1.0	0.0	1676.399999976158	7285
sub-pp027	1.0	0.0	1483.100000023842	6439
sub-pp027	1.0	0.0	2318.899999976158	42731
sub-pp027	0.0	1.0	4056.700000047684	758136
sub-pp027	1.0	0.0	5275.400000095367	392487
sub-pp027	1.0	0.0	4941.799999952316	619473
sub-pp027	1.0	0.0	5035.200000047684	4179386
sub-pp027	0.0	1.0	7768.200000047684	6914728
sub-pp027	0.0	1.0	7713.399999976158	3821974
sub-pp027	0.0	1.0	14295.600000023842	381426857
