participant_id	cvlt-long_corr	cvlt-long_incorr	cvlt-long_RT
sub-pp068	1.0	0.0	2739.100000023842
sub-pp068	1.0	0.0	2783.099999964237
sub-pp068	1.0	0.0	1751.5
sub-pp068	1.0	0.0	1945.2999999523165
sub-pp068	1.0	0.0	2210.699999988079
sub-pp068	0.0	1.0	2995.899999976158
sub-pp068	1.0	0.0	1471.4000000357628
sub-pp068	0.0	1.0	1808.0
sub-pp068	1.0	0.0	2230.699999988079
sub-pp068	1.0	0.0	1500.4000000357628
sub-pp068	1.0	0.0	2674.800000011921
sub-pp068	1.0	0.0	2375.0
sub-pp068	1.0	0.0	2667.800000011921
sub-pp068	1.0	0.0	1988.5
sub-pp068	1.0	0.0	1795.0
sub-pp068	1.0	0.0	4203.300000011921
sub-pp068	1.0	0.0	2067.200000047684
sub-pp068	1.0	0.0	1802.699999988079
sub-pp068	0.0	1.0	2088.5
sub-pp068	1.0	0.0	2288.400000035763
sub-pp068	1.0	0.0	1880.1000000238416
sub-pp068	1.0	0.0	3134.5
sub-pp068	1.0	0.0	1408.800000011921
sub-pp068	1.0	0.0	1652.300000011921
sub-pp068	1.0	0.0	1673.0999999642372
sub-pp068	1.0	0.0	1437.4000000357628
sub-pp068	1.0	0.0	4511.100000023842
sub-pp068	1.0	0.0	2403.0
sub-pp068	1.0	0.0	2338.699999988079
sub-pp068	1.0	0.0	1694.899999976158
sub-pp068	1.0	0.0	1773.5
sub-pp068	1.0	0.0	2173.599999964237
sub-pp068	1.0	0.0	2934.0
sub-pp068	1.0	0.0	1542.100000023842
sub-pp068	1.0	0.0	1794.300000011921
sub-pp068	0.0	1.0	1916.199999988079
sub-pp068	0.0	1.0	1945.5
sub-pp068	0.0	1.0	2203.2999999523163
sub-pp068	1.0	0.0	1787.199999988079
sub-pp068	1.0	0.0	2546.300000011921
sub-pp068	0.0	1.0	5278.600000023842
sub-pp068	1.0	0.0	1701.800000011921
sub-pp068	1.0	0.0	2024.699999988079
sub-pp068	0.0	1.0	3129.0
