participant_id	cvlt-long_corr	cvlt-long_incorr	cvlt-long_RT
sub-pp072	1.0	0.0	1928.7999997138977
sub-pp072	1.0	0.0	2594.4000000953674
sub-pp072	1.0	0.0	1538.5
sub-pp072	1.0	0.0	1290.0
sub-pp072	1.0	0.0	1417.4000000953674
sub-pp072	1.0	0.0	1234.9000000953674
sub-pp072	1.0	0.0	1242.2000002861023
sub-pp072	1.0	0.0	2250.800000190735
sub-pp072	0.0	1.0	1738.5999999046326
sub-pp072	1.0	0.0	1387.2999997138977
sub-pp072	1.0	0.0	1130.8000001907349
sub-pp072	1.0	0.0	1299.9000000953674
sub-pp072	1.0	0.0	1266.0
sub-pp072	1.0	0.0	1345.9000000953674
sub-pp072	1.0	0.0	1203.6000003814695
sub-pp072	1.0	0.0	1411.1000003814695
sub-pp072	1.0	0.0	1107.5
sub-pp072	1.0	0.0	1338.7999997138977
sub-pp072	0.0	1.0	1475.5999999046326
sub-pp072	1.0	0.0	1298.9000000953674
sub-pp072	1.0	0.0	1338.7000002861023
sub-pp072	1.0	0.0	1171.1999998092651
sub-pp072	1.0	0.0	1099.5
sub-pp072	1.0	0.0	1714.6000003814695
sub-pp072	1.0	0.0	1219.6999998092651
sub-pp072	1.0	0.0	1226.5
sub-pp072	1.0	0.0	1323.3000001907349
sub-pp072	1.0	0.0	1371.7999997138977
sub-pp072	1.0	0.0	1137.9000000953674
sub-pp072	1.0	0.0	1307.1999998092651
sub-pp072	1.0	0.0	1411.4000000953674
sub-pp072	1.0	0.0	1155.0
sub-pp072	1.0	0.0	1379.0
sub-pp072	1.0	0.0	1203.6999998092651
sub-pp072	1.0	0.0	1082.0
sub-pp072	1.0	0.0	1500.4000000953674
sub-pp072	1.0	0.0	1354.2000002861023
sub-pp072	1.0	0.0	1274.8000001907349
sub-pp072	0.0	1.0	1259.5999999046326
sub-pp072	1.0	0.0	1235.4000000953674
sub-pp072	1.0	0.0	1315.9000000953674
sub-pp072	1.0	0.0	1267.0
sub-pp072	1.0	0.0	1412.3000001907349
sub-pp072	1.0	0.0	1228.4000000953674
