participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp072	1.0	0.0	1988.6000003814693	97
sub-pp072	1.0	0.0	1702.7000007629397	63
sub-pp072	1.0	0.0	1762.2000007629397	582
sub-pp072	1.0	0.0	1813.7999992370603	694
sub-pp072	1.0	0.0	2409.2000007629395	7285
sub-pp072	1.0	0.0	3322.2999992370605	6439
sub-pp072	1.0	0.0	3289.5	42731
sub-pp072	1.0	0.0	4434.60000038147	75836
sub-pp072	0.0	1.0	5535.0	398247
sub-pp072	1.0	0.0	5173.60000038147	619473
sub-pp072	1.0	0.0	5473.39999961853	4179386
sub-pp072	1.0	0.0	5872.89999961853	6917428
sub-pp072	0.0	1.0	11406.79999923706	3892671
sub-pp072	1.0	0.0	9758.10000038147	58132647
sub-pp072	0.0	1.0	14554.89999961853	28765914
sub-pp072	0.0	1.0	11868.10000038147	513942568
