participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp150	1.0	0.0	1556.1000001430511	97
sub-pp150	1.0	0.0	1105.3999998569489	63
sub-pp150	1.0	0.0	887.5	582
sub-pp150	1.0	0.0	1157.0	694
sub-pp150	1.0	0.0	3403.2999999523163	7285
sub-pp150	1.0	0.0	1789.1999998092651	6439
sub-pp150	0.0	1.0	4942.799999952316	42831
sub-pp150	1.0	0.0	4449.299999952316	75836
sub-pp150	1.0	0.0	3912.200000047684	392487
sub-pp150	1.0	0.0	6705.700000047684	619473
sub-pp150	0.0	1.0	7388.400000095367	4713958
sub-pp150	0.0	1.0	8319.400000095367	6737648
