participant_id	ran_obj1_acc	ran_obj1_rt	ran_obj2_acc	ran_obj2_rt	ran_digit1_acc	ran_digit1_rt	ran_digit2_acc	ran_digit2_rt	ran_col1_acc	ran_col1_rt	ran_col2_acc	ran_col2_rt
sub-pp023	50	32.94	50	29.47	50	14.06	50.0	12.5	50	27.44	50	28.34
