participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp022	1.0	0.0	1342.5999999996277	97
sub-pp022	1.0	0.0	1071.0	63
sub-pp022	1.0	0.0	1544.39999999851	582
sub-pp022	1.0	0.0	1719.800000000745	694
sub-pp022	1.0	0.0	1714.800000000745	7285
sub-pp022	1.0	0.0	1724.39999999851	6439
sub-pp022	1.0	0.0	1964.199999999255	42731
sub-pp022	1.0	0.0	1986.7000000011176	75836
sub-pp022	1.0	0.0	2807.2999999988824	392487
sub-pp022	1.0	0.0	6190.0	619473
sub-pp022	0.0	1.0	4137.60000000149	4173986
sub-pp022	0.0	1.0	6242.300000000745	6941728
