participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp043	1.0	0.0	4062.5	97
sub-pp043	1.0	0.0	2105.899999856949	63
sub-pp043	1.0	0.0	2064.7999999523163	582
sub-pp043	1.0	0.0	2005.2999999523165	694
sub-pp043	1.0	0.0	2156.700000047684	7285
sub-pp043	1.0	0.0	1994.8999998569489	6439
sub-pp043	1.0	0.0	3328.099999904633	42731
sub-pp043	1.0	0.0	3024.0	75836
sub-pp043	1.0	0.0	4999.200000047684	392487
sub-pp043	0.0	1.0	4391.099999904633	649173
sub-pp043	0.0	1.0	11172.699999809263	719386
sub-pp043	1.0	0.0	6529.5	6917428
sub-pp043	0.0	1.0	8240.700000047684	38293174
sub-pp043	0.0	1.0	13818.0	58219627
