participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp042	1.0	0.0	2164.6999999955297	97
sub-pp042	1.0	0.0	2284.79999999702	63
sub-pp042	1.0	0.0	2613.5	582
sub-pp042	1.0	0.0	2496.3000000044703	694
sub-pp042	1.0	0.0	3177.5999999940395	7285
sub-pp042	1.0	0.0	2786.4000000059605	6439
sub-pp042	1.0	0.0	3380.39999999851	42731
sub-pp042	1.0	0.0	3311.89999999851	75836
sub-pp042	1.0	0.0	5229.70000000298	392487
sub-pp042	1.0	0.0	5027.5	619473
sub-pp042	0.0	1.0	5660.79999999702	4173986
sub-pp042	0.0	1.0	5612.0	6197428
