participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp107	1.0	0.0	1746.199999988079	97
sub-pp107	1.0	0.0	1314.699999988079	63
sub-pp107	1.0	0.0	2176.0	582
sub-pp107	1.0	0.0	1882.4000000059605	694
sub-pp107	1.0	0.0	2393.0	7285
sub-pp107	1.0	0.0	2500.7000000178814	6439
sub-pp107	1.0	0.0	4020.09999999404	42731
sub-pp107	1.0	0.0	4063.800000011921	75836
sub-pp107	1.0	0.0	6256.799999982119	392487
sub-pp107	1.0	0.0	6226.300000011921	619473
sub-pp107	1.0	0.0	5551.9000000059605	4179386
sub-pp107	1.0	0.0	5811.0	6917428
sub-pp107	0.0	1.0	7171.9000000059605	3829671
sub-pp107	0.0	1.0	4157.0	5831697
