participant_id	ant_corr	ant_incorr	ant_RT	alerting-code	cued-code	congruency-code
sub-pp107	1.0	0.0	561.1999998092651	1.0	2.0	0.0
sub-pp107	1.0	0.0	413.5	1.0	2.0	1.0
sub-pp107	1.0	0.0	360.30000019073486	1.0	2.0	1.0
sub-pp107	1.0	0.0	584.8999996185303	0.0	0.0	0.0
sub-pp107	1.0	0.0	528.4000005722046	0.0	0.0	1.0
sub-pp107	1.0	0.0	371.0	0.0	1.0	1.0
sub-pp107	1.0	0.0	378.5	0.0	1.0	1.0
sub-pp107	1.0	0.0	507.80000019073486	0.0	2.0	2.0
sub-pp107	1.0	0.0	416.5999994277954	1.0	2.0	0.0
sub-pp107	1.0	0.0	357.79999923706055	1.0	1.0	1.0
sub-pp107	1.0	0.0	370.20000076293945	1.0	1.0	2.0
sub-pp107	1.0	0.0	417.80000019073486	1.0	1.0	0.0
sub-pp107	1.0	0.0	424.69999980926514	1.0	0.0	0.0
sub-pp107	1.0	0.0	421.0	0.0	2.0	2.0
sub-pp107	1.0	0.0	582.3999996185303	0.0	2.0	1.0
sub-pp107	1.0	0.0	477.0	1.0	2.0	2.0
sub-pp107	1.0	0.0	689.5	1.0	0.0	2.0
sub-pp107	1.0	0.0	379.3999996185303	0.0	1.0	2.0
sub-pp107	1.0	0.0	531.0	0.0	0.0	2.0
sub-pp107	1.0	0.0	628.8999996185303	0.0	0.0	1.0
sub-pp107	1.0	0.0	634.1999998092651	0.0	2.0	1.0
sub-pp107	1.0	0.0	454.5	1.0	2.0	2.0
sub-pp107	1.0	0.0	740.5999994277954	0.0	1.0	1.0
sub-pp107	1.0	0.0	454.69999980926514	0.0	1.0	0.0
sub-pp107	1.0	0.0	749.0999994277954	1.0	2.0	1.0
sub-pp107	1.0	0.0	505.5	0.0	0.0	2.0
sub-pp107	1.0	0.0	714.0	1.0	2.0	1.0
sub-pp107	1.0	0.0	774.1000003814697	1.0	1.0	0.0
sub-pp107	1.0	0.0	801.3999996185303	0.0	0.0	1.0
sub-pp107	1.0	0.0	494.80000019073486	0.0	0.0	0.0
sub-pp107	1.0	0.0	431.1000003814697	1.0	0.0	2.0
sub-pp107	1.0	0.0	666.1999998092651	0.0	1.0	0.0
sub-pp107	1.0	0.0	562.1000003814697	1.0	2.0	0.0
sub-pp107	1.0	0.0	381.0	0.0	1.0	1.0
sub-pp107	1.0	0.0	430.1000003814697	0.0	1.0	2.0
sub-pp107	1.0	0.0	351.3999996185303	1.0	1.0	2.0
sub-pp107	1.0	0.0	758.3000001907349	0.0	2.0	0.0
sub-pp107	1.0	0.0	462.69999980926514	1.0	0.0	1.0
sub-pp107	0.0	1.0	654.5999994277954	0.0	2.0	0.0
sub-pp107	1.0	0.0	647.6999998092651	0.0	2.0	2.0
sub-pp107	1.0	0.0	491.6000003814697	1.0	1.0	1.0
sub-pp107	1.0	0.0	579.8000001907349	0.0	0.0	2.0
sub-pp107	1.0	0.0	370.3999996185303	0.0	0.0	1.0
sub-pp107	1.0	0.0	741.8999996185303	1.0	2.0	2.0
sub-pp107	1.0	0.0	981.7000007629396	0.0	2.0	0.0
sub-pp107	1.0	0.0	595.6999998092651	1.0	2.0	1.0
sub-pp107	1.0	0.0	539.2000007629395	0.0	1.0	0.0
sub-pp107	1.0	0.0	864.8000001907349	0.0	0.0	0.0
sub-pp107	1.0	0.0	536.4000005722046	1.0	2.0	2.0
