participant_id	mlat5_corr	mlat5_incorr	mlat5_RT
sub-pp020	1.0	0.0	6160.399999976158
sub-pp020	1.0	0.0	1845.700000047684
sub-pp020	0.0	1.0	4667.700000047684
sub-pp020	1.0	0.0	2619.0
sub-pp020	1.0	0.0	5237.600000023842
sub-pp020	1.0	0.0	7936.799999952316
sub-pp020	1.0	0.0	7987.800000071526
sub-pp020	1.0	0.0	7418.799999952316
sub-pp020	1.0	0.0	4181.599999904633
sub-pp020	0.0	1.0	8709.800000071526
sub-pp020	0.0	1.0	5466.5
sub-pp020	0.0	1.0	9885.899999976158
sub-pp020	0.0	1.0	6528.599999904633
sub-pp020	0.0	1.0	2031.399999976158
sub-pp020	0.0	1.0	3653.100000023842
sub-pp020	0.0	1.0	3636.899999976158
sub-pp020	1.0	0.0	11721.0
sub-pp020	0.0	1.0	4636.600000023842
sub-pp020	1.0	0.0	3117.200000047684
sub-pp020	0.0	1.0	4553.100000023842
sub-pp020	1.0	0.0	10933.700000047684
sub-pp020	1.0	0.0	3756.700000047684
sub-pp020	0.0	1.0	3018.700000047684
sub-pp020	1.0	0.0	4687.200000047684
