participant_id	cvlt-long_corr	cvlt-long_incorr	cvlt-long_RT
sub-pp025	1.0	0.0	1541.0
sub-pp025	1.0	0.0	4065.0
sub-pp025	1.0	0.0	1441.0
sub-pp025	1.0	0.0	1521.0
sub-pp025	1.0	0.0	2529.0
sub-pp025	1.0	0.0	1298.0
sub-pp025	1.0	0.0	3282.0
sub-pp025	1.0	0.0	1467.0
sub-pp025	0.0	1.0	2274.0
sub-pp025	1.0	0.0	1178.0
sub-pp025	1.0	0.0	1628.0
sub-pp025	1.0	0.0	1570.0
sub-pp025	1.0	0.0	1751.0
sub-pp025	1.0	0.0	1648.0
sub-pp025	1.0	0.0	1449.0
sub-pp025	1.0	0.0	1498.0
sub-pp025	1.0	0.0	1466.0
sub-pp025	1.0	0.0	1746.0
sub-pp025	0.0	1.0	1451.0
sub-pp025	0.0	1.0	5586.0
sub-pp025	1.0	0.0	1770.0
sub-pp025	1.0	0.0	1593.0
sub-pp025	1.0	0.0	1378.0
sub-pp025	1.0	0.0	2434.0
sub-pp025	0.0	1.0	4866.0
sub-pp025	1.0	0.0	2547.0
sub-pp025	1.0	0.0	1723.0
sub-pp025	1.0	0.0	1219.0
sub-pp025	1.0	0.0	1827.0
sub-pp025	1.0	0.0	1434.0
sub-pp025	1.0	0.0	1171.0
sub-pp025	1.0	0.0	1515.0
sub-pp025	1.0	0.0	1458.0
sub-pp025	1.0	0.0	1426.0
sub-pp025	1.0	0.0	1395.0
sub-pp025	1.0	0.0	1515.0
sub-pp025	1.0	0.0	1491.0
sub-pp025	1.0	0.0	1467.0
sub-pp025	1.0	0.0	2411.0
sub-pp025	1.0	0.0	1491.0
sub-pp025	1.0	0.0	1643.0
sub-pp025	1.0	0.0	1771.0
sub-pp025	1.0	0.0	1913.0
sub-pp025	1.0	0.0	1597.0
