participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp025	1.0	0.0	2119.7999999523163	97
sub-pp025	1.0	0.0	2200.099999904633	63
sub-pp025	1.0	0.0	2466.300000190735	582
sub-pp025	1.0	0.0	3308.0	694
sub-pp025	1.0	0.0	3492.9000000953674	7285
sub-pp025	1.0	0.0	3077.9000000953674	6439
sub-pp025	1.0	0.0	3539.2999999523163	42731
sub-pp025	1.0	0.0	5580.899999856949	75836
sub-pp025	1.0	0.0	8503.200000047684	392487
sub-pp025	0.0	1.0	13785.300000190737	691473
sub-pp025	1.0	0.0	9972.199999809263	4179386
sub-pp025	1.0	0.0	10800.799999952316	6917428
sub-pp025	0.0	1.0	20127.200000047684	38271847
sub-pp025	0.0	1.0	22592.59999990464	58123647
