participant_id	cvlt-long_corr	cvlt-long_incorr	cvlt-long_RT
sub-pp120	1.0	0.0	1623.0
sub-pp120	0.0	1.0	1316.0
sub-pp120	1.0	0.0	1475.0
sub-pp120	1.0	0.0	1243.1000003814695
sub-pp120	1.0	0.0	1235.6000003814695
sub-pp120	1.0	0.0	1394.1000003814695
sub-pp120	1.0	0.0	2331.5
sub-pp120	1.0	0.0	1618.2999992370603
sub-pp120	1.0	0.0	1611.8000001907349
sub-pp120	1.0	0.0	1442.3000001907349
sub-pp120	1.0	0.0	1874.3999996185305
sub-pp120	1.0	0.0	1364.2000007629397
sub-pp120	1.0	0.0	1771.0
sub-pp120	0.0	1.0	1698.5999994277954
sub-pp120	1.0	0.0	1306.3999996185305
sub-pp120	1.0	0.0	1364.0
sub-pp120	1.0	0.0	2210.2999992370605
sub-pp120	1.0	0.0	1635.1999998092651
sub-pp120	0.0	1.0	3891.4000005722046
sub-pp120	1.0	0.0	1226.1999998092651
sub-pp120	1.0	0.0	1418.5999994277954
sub-pp120	1.0	0.0	1522.8999996185305
sub-pp120	1.0	0.0	1475.1999998092651
sub-pp120	1.0	0.0	1651.4000005722046
sub-pp120	1.0	0.0	1226.7999992370603
sub-pp120	1.0	0.0	1532.1999998092651
sub-pp120	1.0	0.0	1578.5
sub-pp120	1.0	0.0	1466.6999998092651
sub-pp120	1.0	0.0	1851.1000003814693
sub-pp120	1.0	0.0	1475.2000007629397
sub-pp120	1.0	0.0	1139.0
sub-pp120	1.0	0.0	1451.3999996185305
sub-pp120	1.0	0.0	1530.5999994277954
sub-pp120	1.0	0.0	1419.5
sub-pp120	1.0	0.0	1483.3000001907349
sub-pp120	1.0	0.0	2546.8999996185303
sub-pp120	1.0	0.0	1515.1000003814695
sub-pp120	1.0	0.0	1419.3000001907349
sub-pp120	1.0	0.0	1346.6000003814695
sub-pp120	1.0	0.0	1499.4000005722046
sub-pp120	1.0	0.0	1378.8999996185305
sub-pp120	1.0	0.0	1412.0
sub-pp120	1.0	0.0	1980.5
sub-pp120	1.0	0.0	1340.1999998092651
