participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp120	1.0	0.0	1709.300000011921	97
sub-pp120	1.0	0.0	4675.899999976158	63
sub-pp120	1.0	0.0	2728.600000023842	582
sub-pp120	1.0	0.0	2570.7999999523163	694
sub-pp120	1.0	0.0	3462.399999976158	7285
sub-pp120	1.0	0.0	2653.2999999523163	6439
sub-pp120	0.0	1.0	3505.300000011921	43731
sub-pp120	1.0	0.0	5558.699999988079	75836
sub-pp120	1.0	0.0	4123.5	392487
sub-pp120	0.0	1.0	7901.199999988079	649743
sub-pp120	0.0	1.0	15648.600000023842	7491386
sub-pp120	0.0	1.0	8982.699999988079	7419386
