participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp160	1.0	0.0	1308.0	97
sub-pp160	1.0	0.0	2494.0999999940395	63
sub-pp160	1.0	0.0	1514.2000000178814	582
sub-pp160	1.0	0.0	1699.9000000059605	694
sub-pp160	1.0	0.0	2497.7000000178814	7285
sub-pp160	1.0	0.0	4532.0	6439
sub-pp160	1.0	0.0	3980.59999999404	42731
sub-pp160	1.0	0.0	3842.0	75836
sub-pp160	1.0	0.0	4200.0	392487
sub-pp160	0.0	1.0	10906.19999998808	61924873
sub-pp160	1.0	0.0	8669.199999988079	4179386
sub-pp160	0.0	1.0	7984.40000000596	6194728
sub-pp160	0.0	1.0	8636.0	3829674
sub-pp160	0.0	1.0	7696.799999982119	5832417
