participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp033	1.0	0.0	1768.6999999284744	97
sub-pp033	1.0	0.0	2591.2999999523163	63
sub-pp033	1.0	0.0	2125.100000023842	582
sub-pp033	1.0	0.0	2844.700000047684	694
sub-pp033	1.0	0.0	2719.899999976158	7285
sub-pp033	1.0	0.0	2908.599999904633	6439
sub-pp033	1.0	0.0	2843.600000023842	42731
sub-pp033	1.0	0.0	5341.5	75836
sub-pp033	1.0	0.0	4409.100000023842	392487
sub-pp033	1.0	0.0	3951.600000023842	619473
sub-pp033	0.0	1.0	6586.5	3179486
sub-pp033	1.0	0.0	5990.599999904633	6917428
sub-pp033	0.0	1.0	6196.200000047684	38296714
sub-pp033	0.0	1.0	5652.800000071526	28132847
