participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp048	1.0	0.0	3500.5	97
sub-pp048	1.0	0.0	2220.5	63
sub-pp048	1.0	0.0	2637.800000000745	582
sub-pp048	1.0	0.0	1270.800000000745	694
sub-pp048	1.0	0.0	2432.39999999851	7285
sub-pp048	1.0	0.0	3363.5	6439
sub-pp048	1.0	0.0	4670.89999999851	42731
sub-pp048	1.0	0.0	13435.0	75836
sub-pp048	1.0	0.0	11398.0	392487
sub-pp048	1.0	0.0	9523.800000000743	619473
sub-pp048	0.0	1.0	7752.5	4173968
sub-pp048	1.0	0.0	4682.39999999851	6917428
sub-pp048	0.0	1.0	12271.0	3829714
sub-pp048	0.0	1.0	11457.70000000298	58312457
