participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp094	1.0	0.0	2952.9000000059605	97
sub-pp094	1.0	0.0	3032.0	63
sub-pp094	1.0	0.0	2091.4000000059605	582
sub-pp094	1.0	0.0	2032.0	694
sub-pp094	1.0	0.0	2554.300000011921	7285
sub-pp094	1.0	0.0	2778.5	6439
sub-pp094	1.0	0.0	3398.0	42731
sub-pp094	1.0	0.0	3727.5	75836
sub-pp094	0.0	1.0	4472.09999999404	394287
sub-pp094	1.0	0.0	7220.0	619473
sub-pp094	1.0	0.0	5377.9000000059605	4179386
sub-pp094	0.0	1.0	10694.0	6194783
sub-pp094	0.0	1.0	10719.79999998212	6389247
sub-pp094	0.0	1.0	10046.20000001788	417
