participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp039	1.0	0.0	1213.0	97
sub-pp039	1.0	0.0	956.0	63
sub-pp039	1.0	0.0	1314.0	582
sub-pp039	1.0	0.0	1745.0	694
sub-pp039	1.0	0.0	1770.0	7285
sub-pp039	1.0	0.0	1821.0	6439
sub-pp039	1.0	0.0	2993.0	42731
sub-pp039	1.0	0.0	2688.0	75836
sub-pp039	1.0	0.0	3515.0	392487
sub-pp039	1.0	0.0	3573.0	619473
sub-pp039	1.0	0.0	4667.0	4179386
sub-pp039	0.0	1.0	8223.0	6919428
sub-pp039	1.0	0.0	5226.0	38296174
sub-pp039	0.0	1.0	16150.0	5813247
sub-pp039	0.0	1.0	7720.0	275863174
sub-pp039	1.0	0.0	6705.0	713942568
