participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp168	1.0	0.0	2118.300000000745	97
sub-pp168	1.0	0.0	2306.199999999255	63
sub-pp168	1.0	0.0	2679.79999999702	582
sub-pp168	1.0	0.0	2869.70000000298	694
sub-pp168	1.0	0.0	3604.300000000745	7285
sub-pp168	1.0	0.0	4297.099999997765	6439
sub-pp168	1.0	0.0	4339.10000000149	42731
sub-pp168	1.0	0.0	3961.60000000149	75836
sub-pp168	1.0	0.0	6224.10000000149	392487
sub-pp168	1.0	0.0	9391.400000002235	619473
sub-pp168	0.0	1.0	8965.800000000745	7193786
sub-pp168	0.0	1.0	8033.0	6947128
