participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp115	1.0	0.0	6283.59999999404	97
sub-pp115	1.0	0.0	5893.699999988079	63
sub-pp115	1.0	0.0	9003.59999999404	582
sub-pp115	1.0	0.0	3665.900000005961	694
sub-pp115	1.0	0.0	5598.4000000059605	7285
sub-pp115	1.0	0.0	5373.300000011921	6439
sub-pp115	1.0	0.0	5485.4000000059605	42731
sub-pp115	0.0	1.0	10774.69999998808	7586
sub-pp115	0.0	1.0	7035.59999999404	3987
sub-pp115	1.0	0.0	6292.59999999404	619473
sub-pp115	0.0	1.0	6969.4000000059605	4196
sub-pp115	0.0	1.0	11444.90000000596	619482
