participant_id	cvlt-long_corr	cvlt-long_incorr	cvlt-long_RT
sub-pp169	1.0	0.0	2808.2999999523163
sub-pp169	1.0	0.0	3146.3000000715256
sub-pp169	1.0	0.0	1918.7999999523165
sub-pp169	1.0	0.0	1610.100000023842
sub-pp169	1.0	0.0	1552.1999999284744
sub-pp169	1.0	0.0	2945.6999999284744
sub-pp169	1.0	0.0	1947.3000000715256
sub-pp169	1.0	0.0	1667.5
sub-pp169	1.0	0.0	1381.0
sub-pp169	1.0	0.0	2298.600000023842
sub-pp169	1.0	0.0	3807.700000047684
sub-pp169	1.0	0.0	2112.899999976158
sub-pp169	1.0	0.0	1602.5
sub-pp169	1.0	0.0	4683.100000023842
sub-pp169	1.0	0.0	1747.1999999284744
sub-pp169	1.0	0.0	2844.5
sub-pp169	1.0	0.0	1854.5999999046328
sub-pp169	1.0	0.0	1998.1000000238416
sub-pp169	1.0	0.0	2650.399999976158
sub-pp169	1.0	0.0	2191.5
sub-pp169	1.0	0.0	1689.7999999523165
sub-pp169	1.0	0.0	1948.399999976158
sub-pp169	1.0	0.0	1824.700000047684
sub-pp169	1.0	0.0	1747.2000000476835
sub-pp169	1.0	0.0	2119.899999976158
sub-pp169	1.0	0.0	1875.700000047684
sub-pp169	1.0	0.0	1847.0
sub-pp169	1.0	0.0	1531.5
sub-pp169	1.0	0.0	1696.1999999284744
sub-pp169	1.0	0.0	1675.4000000953674
sub-pp169	1.0	0.0	1618.100000023842
sub-pp169	1.0	0.0	1573.7000000476835
sub-pp169	1.0	0.0	2292.899999976158
sub-pp169	1.0	0.0	1652.6999999284744
sub-pp169	1.0	0.0	2063.0
sub-pp169	1.0	0.0	1624.8000000715256
sub-pp169	1.0	0.0	1510.0999999046326
sub-pp169	1.0	0.0	1438.899999976158
sub-pp169	1.0	0.0	3591.099999904633
sub-pp169	1.0	0.0	1609.899999976158
sub-pp169	1.0	0.0	1575.399999976158
sub-pp169	1.0	0.0	1974.899999976158
sub-pp169	1.0	0.0	1425.100000023842
sub-pp169	1.0	0.0	1503.7999999523165
