participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp119	1.0	0.0	2910.0	97
sub-pp119	1.0	0.0	3056.0	63
sub-pp119	1.0	0.0	3516.0	582
sub-pp119	1.0	0.0	1900.0	694
sub-pp119	1.0	0.0	2667.0	7285
sub-pp119	1.0	0.0	2398.0	6439
sub-pp119	1.0	0.0	5722.0	42731
sub-pp119	1.0	0.0	2772.0	75836
sub-pp119	1.0	0.0	7304.0	392487
sub-pp119	1.0	0.0	4692.0	619473
sub-pp119	1.0	0.0	8527.0	4179386
sub-pp119	0.0	1.0	6413.0	6197428
sub-pp119	0.0	1.0	10264.0	3819714
sub-pp119	0.0	1.0	10219.0	5834627
