participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp012	1.0	0.0	3399.5	97
sub-pp012	1.0	0.0	4055.1999999999534	63
sub-pp012	1.0	0.0	3420.3000000000466	582
sub-pp012	1.0	0.0	2760.20000000007	694
sub-pp012	1.0	0.0	3455.399999999907	7285
sub-pp012	1.0	0.0	5076.699999999953	6439
sub-pp012	1.0	0.0	5516.300000000047	42731
sub-pp012	0.0	1.0	11561.300000000048	75368
sub-pp012	1.0	0.0	5813.0	392487
sub-pp012	0.0	1.0	10220.200000000186	6419473
sub-pp012	0.0	1.0	9218.399999999909	714986
sub-pp012	0.0	1.0	10395.600000000091	691748
