participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp076	1.0	0.0	1919.0	97
sub-pp076	1.0	0.0	1339.0	63
sub-pp076	1.0	0.0	2812.0	582
sub-pp076	1.0	0.0	1732.0	694
sub-pp076	1.0	0.0	1983.0	7285
sub-pp076	1.0	0.0	2603.0	6439
sub-pp076	1.0	0.0	4062.0	42731
sub-pp076	1.0	0.0	2771.0	75836
sub-pp076	1.0	0.0	3006.0	392487
sub-pp076	0.0	1.0	2852.0	610473
sub-pp076	0.0	1.0	9228.0	4179836
sub-pp076	1.0	0.0	4728.0	6917428
sub-pp076	0.0	1.0	9681.0	382914
sub-pp076	0.0	1.0	9686.0	58132747
