participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp069	1.0	0.0	1513.0	97.0
sub-pp069	1.0	0.0	1525.10000000149	63.0
sub-pp069	0.0	1.0	852.5	n/a
sub-pp069	1.0	0.0	1933.800000000745	694.0
sub-pp069	1.0	0.0	2502.599999997765	7285.0
sub-pp069	1.0	0.0	2017.60000000149	6439.0
sub-pp069	1.0	0.0	2149.79999999702	42731.0
sub-pp069	1.0	0.0	3207.60000000149	75836.0
sub-pp069	0.0	1.0	6446.699999999255	394287.0
sub-pp069	1.0	0.0	3779.900000002235	619473.0
sub-pp069	1.0	0.0	4619.900000002235	4179386.0
sub-pp069	0.0	1.0	7898.0	6194278.0
sub-pp069	0.0	1.0	8169.599999997765	382961724.0
sub-pp069	0.0	1.0	7762.0	38152647.0
