participant_id	cvlt-long_corr	cvlt-long_incorr	cvlt-long_RT
sub-pp053	1.0	0.0	2017.0
sub-pp053	1.0	0.0	1554.5999999046326
sub-pp053	1.0	0.0	1250.8999996185305
sub-pp053	1.0	0.0	1194.5999999046326
sub-pp053	1.0	0.0	1801.699999809265
sub-pp053	1.0	0.0	1418.4000000953674
sub-pp053	1.0	0.0	1747.2999997138977
sub-pp053	1.0	0.0	1203.0999999046326
sub-pp053	1.0	0.0	1978.400000095368
sub-pp053	1.0	0.0	1201.7000002861023
sub-pp053	1.0	0.0	1530.6999998092651
sub-pp053	1.0	0.0	1571.4000000953674
sub-pp053	1.0	0.0	1227.5999999046326
sub-pp053	1.0	0.0	1170.7000002861023
sub-pp053	1.0	0.0	1322.6999998092651
sub-pp053	1.0	0.0	1187.1999998092651
sub-pp053	1.0	0.0	1787.0
sub-pp053	1.0	0.0	1274.9000000953674
sub-pp053	1.0	0.0	1146.8999996185305
sub-pp053	1.0	0.0	1267.5999999046326
sub-pp053	1.0	0.0	1082.5
sub-pp053	1.0	0.0	1171.0
sub-pp053	1.0	0.0	1090.3999996185305
sub-pp053	1.0	0.0	1675.3000001907349
sub-pp053	1.0	0.0	1787.3000001907349
sub-pp053	1.0	0.0	1458.2000002861023
sub-pp053	1.0	0.0	1283.5
sub-pp053	1.0	0.0	1091.8000001907349
sub-pp053	1.0	0.0	1658.2999997138977
sub-pp053	1.0	0.0	1835.400000095368
sub-pp053	1.0	0.0	1675.4000000953674
sub-pp053	1.0	0.0	1066.7000002861023
sub-pp053	1.0	0.0	1396.0999999046326
sub-pp053	0.0	1.0	1074.1999998092651
sub-pp053	1.0	0.0	1323.8000001907349
sub-pp053	1.0	0.0	1042.0
sub-pp053	1.0	0.0	1123.7000002861023
sub-pp053	1.0	0.0	1618.5
sub-pp053	1.0	0.0	1738.0
sub-pp053	1.0	0.0	1307.1999998092651
sub-pp053	1.0	0.0	1163.6000003814695
sub-pp053	1.0	0.0	2980.2000002861023
sub-pp053	1.0	0.0	1337.9000000953674
sub-pp053	1.0	0.0	1116.0
