participant_id	cvlt-long_corr	cvlt-long_incorr	cvlt-long_RT
sub-pp032	1.0	0.0	7904.0
sub-pp032	1.0	0.0	4745.0
sub-pp032	1.0	0.0	1393.0
sub-pp032	1.0	0.0	1970.0
sub-pp032	1.0	0.0	2175.0
sub-pp032	1.0	0.0	1609.0
sub-pp032	1.0	0.0	1627.0
sub-pp032	1.0	0.0	1666.0
sub-pp032	0.0	1.0	2794.0
sub-pp032	1.0	0.0	1234.0
sub-pp032	1.0	0.0	1052.0
sub-pp032	1.0	0.0	1434.0
sub-pp032	1.0	0.0	1243.0
sub-pp032	1.0	0.0	1259.0
sub-pp032	1.0	0.0	3482.0
sub-pp032	1.0	0.0	2075.0
sub-pp032	1.0	0.0	1407.0
sub-pp032	1.0	0.0	1523.0
sub-pp032	1.0	0.0	1395.0
sub-pp032	1.0	0.0	2211.0
sub-pp032	1.0	0.0	2081.0
sub-pp032	1.0	0.0	1459.0
sub-pp032	1.0	0.0	1051.0
sub-pp032	1.0	0.0	1931.0
sub-pp032	1.0	0.0	1211.0
sub-pp032	1.0	0.0	1275.0
sub-pp032	1.0	0.0	1724.0
sub-pp032	1.0	0.0	1651.0
sub-pp032	1.0	0.0	1267.0
sub-pp032	1.0	0.0	1340.0
sub-pp032	1.0	0.0	2466.0
sub-pp032	1.0	0.0	1372.0
sub-pp032	1.0	0.0	1769.0
sub-pp032	1.0	0.0	2442.0
sub-pp032	1.0	0.0	2889.0
sub-pp032	1.0	0.0	1339.0
sub-pp032	1.0	0.0	1275.0
sub-pp032	1.0	0.0	1317.0
sub-pp032	1.0	0.0	1883.0
sub-pp032	1.0	0.0	2643.0
sub-pp032	1.0	0.0	1307.0
sub-pp032	1.0	0.0	1171.0
sub-pp032	1.0	0.0	1347.0
sub-pp032	1.0	0.0	1165.0
