participant_id	mlat5_corr	mlat5_incorr	mlat5_RT
sub-pp032	1.0	0.0	1811.0
sub-pp032	1.0	0.0	4315.0
sub-pp032	1.0	0.0	5494.0
sub-pp032	1.0	0.0	1288.0
sub-pp032	1.0	0.0	4315.0
sub-pp032	1.0	0.0	1494.0
sub-pp032	1.0	0.0	4123.0
sub-pp032	1.0	0.0	2150.0
sub-pp032	1.0	0.0	2814.0
sub-pp032	1.0	0.0	3567.0
sub-pp032	1.0	0.0	5074.0
sub-pp032	0.0	1.0	2460.0
sub-pp032	0.0	1.0	3049.0
sub-pp032	0.0	1.0	2089.0
sub-pp032	0.0	1.0	3793.0
sub-pp032	0.0	1.0	2552.0
sub-pp032	1.0	0.0	4209.0
sub-pp032	1.0	0.0	5426.0
sub-pp032	1.0	0.0	1848.0
sub-pp032	1.0	0.0	5546.0
sub-pp032	1.0	0.0	4420.0
sub-pp032	0.0	1.0	6556.0
sub-pp032	1.0	0.0	4328.0
sub-pp032	1.0	0.0	3954.0
