participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp032	1.0	0.0	2201.0	97
sub-pp032	1.0	0.0	3088.0	63
sub-pp032	1.0	0.0	3372.0	582
sub-pp032	1.0	0.0	3094.0	694
sub-pp032	1.0	0.0	2649.0	7285
sub-pp032	1.0	0.0	3221.0	6439
sub-pp032	1.0	0.0	3505.0	42731
sub-pp032	1.0	0.0	5241.0	75836
sub-pp032	1.0	0.0	5253.0	392487
sub-pp032	1.0	0.0	6285.0	619473
sub-pp032	1.0	0.0	3806.0	4179386
sub-pp032	1.0	0.0	3218.0	6917428
sub-pp032	0.0	1.0	7779.0	38296714
sub-pp032	0.0	1.0	13700.0	5183647
