participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp171	1.0	0.0	6344.599999904633	97.0
sub-pp171	1.0	0.0	1937.899999976158	63.0
sub-pp171	1.0	0.0	2727.2999999523163	582.0
sub-pp171	1.0	0.0	4267.800000071526	694.0
sub-pp171	1.0	0.0	3217.3000000715256	7285.0
sub-pp171	1.0	0.0	3790.600000023842	6439.0
sub-pp171	1.0	0.0	3829.899999976158	42731.0
sub-pp171	1.0	0.0	4917.0	75836.0
sub-pp171	1.0	0.0	7366.5	392487.0
sub-pp171	0.0	1.0	6716.799999952316	619173.0
sub-pp171	1.0	0.0	9656.100000023842	4179386.0
sub-pp171	0.0	1.0	6311.199999928474	6917.0
sub-pp171	0.0	1.0	3014.1999999284744	n/a
sub-pp171	0.0	1.0	14542.299999952316	54182.0
