participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp129	1.0	0.0	2376.5999999940395	97
sub-pp129	1.0	0.0	1804.300000011921	63
sub-pp129	1.0	0.0	2361.2000000178814	582
sub-pp129	1.0	0.0	1856.199999988079	694
sub-pp129	1.0	0.0	2438.0999999940395	7285
sub-pp129	1.0	0.0	2909.300000011921	6439
sub-pp129	1.0	0.0	3043.5999999940395	42731
sub-pp129	1.0	0.0	2828.9000000059605	75836
sub-pp129	1.0	0.0	5152.699999988079	392487
sub-pp129	1.0	0.0	3686.900000005961	619473
sub-pp129	0.0	1.0	7191.0	4179286
sub-pp129	0.0	1.0	6549.800000011921	697138
