participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp164	1.0	0.0	1976.4000000357628	97
sub-pp164	1.0	0.0	2610.600000023842	63
sub-pp164	1.0	0.0	2205.700000047684	582
sub-pp164	1.0	0.0	2558.899999976158	694
sub-pp164	1.0	0.0	2900.099999964237	7285
sub-pp164	1.0	0.0	4540.899999976158	6439
sub-pp164	1.0	0.0	4446.800000011921	42731
sub-pp164	1.0	0.0	3167.5	75836
sub-pp164	1.0	0.0	5366.399999976158	392487
sub-pp164	0.0	1.0	18283.5	6194783
sub-pp164	0.0	1.0	13051.100000023842	41793786
sub-pp164	0.0	1.0	13205.799999952316	6943278
