participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp092	1.0	0.0	6544.0	97
sub-pp092	1.0	0.0	2765.2000000001863	63
sub-pp092	1.0	0.0	3976.400000000373	582
sub-pp092	1.0	0.0	3240.199999999255	694
sub-pp092	1.0	0.0	6140.5	7285
sub-pp092	1.0	0.0	10736.39999999944	6439
sub-pp092	1.0	0.0	7361.799999999814	42731
sub-pp092	0.0	1.0	10609.299999999814	75386
sub-pp092	0.0	1.0	10447.60000000056	49287
sub-pp092	0.0	1.0	9692.599999999627	649173
sub-pp092	0.0	1.0	24087.5	4193756
sub-pp092	1.0	0.0	10429.0	6917428
sub-pp092	0.0	1.0	15717.0	3892164
sub-pp092	0.0	1.0	18827.299999999814	5814267
sub-pp092	0.0	1.0	7894.0999999996275	?
sub-pp092	0.0	1.0	13397.900000000373	73194268
