participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp152	1.0	0.0	1586.7000000476835	97
sub-pp152	1.0	0.0	1268.3000001907349	63
sub-pp152	1.0	0.0	1271.2999999523165	582
sub-pp152	1.0	0.0	1602.3000001907349	694
sub-pp152	1.0	0.0	2476.200000047684	7285
sub-pp152	1.0	0.0	1908.700000047684	6439
sub-pp152	1.0	0.0	1962.6000001430511	42731
sub-pp152	1.0	0.0	1837.8999998569489	75836
sub-pp152	1.0	0.0	3584.700000047684	392487
sub-pp152	1.0	0.0	3049.599999904633	619473
sub-pp152	1.0	0.0	3039.599999904633	4179386
sub-pp152	1.0	0.0	3883.199999809265	6917428
sub-pp152	1.0	0.0	4080.299999952316	38296174
sub-pp152	1.0	0.0	4653.600000143051	58132647
sub-pp152	1.0	0.0	6042.799999952316	275863194
sub-pp152	1.0	0.0	8891.299999952316	713942568
