participant_id	mlat5_corr	mlat5_incorr	mlat5_RT
sub-pp170	1.0	0.0	5902.70000000298
sub-pp170	0.0	1.0	9790.20000000298
sub-pp170	1.0	0.0	6926.29999999702
sub-pp170	1.0	0.0	1704.8999999910593
sub-pp170	0.0	1.0	13994.70000000298
sub-pp170	1.0	0.0	2681.5
sub-pp170	1.0	0.0	1903.9000000059605
sub-pp170	0.0	1.0	7390.40000000596
sub-pp170	1.0	0.0	5597.59999999404
sub-pp170	1.0	0.0	7006.09999999404
sub-pp170	0.0	1.0	6982.9000000059605
sub-pp170	1.0	0.0	4462.399999991059
sub-pp170	1.0	0.0	2693.0
sub-pp170	0.0	1.0	9983.20000000298
sub-pp170	1.0	0.0	1858.0999999940395
sub-pp170	0.0	1.0	7476.0
sub-pp170	0.0	1.0	12577.90000000596
sub-pp170	0.0	1.0	8874.90000000596
sub-pp170	0.0	1.0	10643.79999999702
sub-pp170	0.0	1.0	4204.899999991059
sub-pp170	0.0	1.0	4847.5
sub-pp170	1.0	0.0	13902.5
sub-pp170	0.0	1.0	7482.899999991059
sub-pp170	1.0	0.0	8139.5
