participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp170	1.0	0.0	2540.5999999940395	97
sub-pp170	1.0	0.0	1586.0	63
sub-pp170	1.0	0.0	2951.699999988079	582
sub-pp170	1.0	0.0	2986.79999999702	694
sub-pp170	1.0	0.0	2687.70000000298	7285
sub-pp170	1.0	0.0	3073.20000000298	6439
sub-pp170	1.0	0.0	4790.899999991059	42731
sub-pp170	1.0	0.0	4536.70000000298	75836
sub-pp170	1.0	0.0	5332.5	392487
sub-pp170	0.0	1.0	10514.39999999106	6197413
sub-pp170	0.0	1.0	13730.5	41791386
sub-pp170	0.0	1.0	17118.70000000298	69174328
