participant_id	ant_corr	ant_incorr	ant_RT	alerting-code	cued-code	congruency-code
sub-pp026	1.0	0.0	888.0	0.0	2.0	2.0
sub-pp026	1.0	0.0	677.6999999992549	1.0	1.0	1.0
sub-pp026	1.0	0.0	881.4000000003725	0.0	2.0	0.0
sub-pp026	1.0	0.0	488.5	1.0	1.0	1.0
sub-pp026	1.0	0.0	994.8000000007452	1.0	0.0	0.0
sub-pp026	1.0	0.0	689.5	1.0	2.0	2.0
sub-pp026	1.0	0.0	859.2000000011176	0.0	2.0	2.0
sub-pp026	1.0	0.0	696.5999999996275	0.0	2.0	2.0
sub-pp026	1.0	0.0	803.0	0.0	0.0	1.0
sub-pp026	1.0	0.0	698.9000000003725	1.0	1.0	0.0
sub-pp026	1.0	0.0	612.2999999988824	0.0	1.0	2.0
sub-pp026	1.0	0.0	407.9000000003725	1.0	1.0	2.0
sub-pp026	1.0	0.0	625.9000000003725	0.0	1.0	0.0
sub-pp026	1.0	0.0	640.0	1.0	2.0	1.0
sub-pp026	1.0	0.0	576.1999999992549	1.0	0.0	2.0
sub-pp026	1.0	0.0	484.5	0.0	1.0	1.0
sub-pp026	1.0	0.0	611.2999999988824	1.0	0.0	0.0
sub-pp026	1.0	0.0	832.4000000003725	1.0	2.0	1.0
sub-pp026	1.0	0.0	1501.7000000011176	1.0	1.0	0.0
sub-pp026	1.0	0.0	628.0	1.0	0.0	0.0
sub-pp026	1.0	0.0	754.0	0.0	1.0	1.0
sub-pp026	1.0	0.0	677.5999999996275	1.0	2.0	1.0
sub-pp026	1.0	0.0	1187.39999999851	1.0	1.0	1.0
sub-pp026	1.0	0.0	1040.9000000003723	1.0	1.0	0.0
sub-pp026	1.0	0.0	611.2000000011176	1.0	1.0	0.0
sub-pp026	1.0	0.0	860.4000000003725	0.0	2.0	0.0
sub-pp026	1.0	0.0	490.5999999996274	1.0	0.0	1.0
sub-pp026	1.0	0.0	814.5	0.0	2.0	0.0
sub-pp026	1.0	0.0	884.3000000007451	1.0	0.0	1.0
sub-pp026	1.0	0.0	647.7000000011176	1.0	0.0	1.0
sub-pp026	1.0	0.0	554.7999999988824	1.0	2.0	1.0
sub-pp026	1.0	0.0	786.5	0.0	0.0	2.0
sub-pp026	1.0	0.0	715.0	0.0	1.0	0.0
sub-pp026	1.0	0.0	656.0999999996275	1.0	1.0	0.0
sub-pp026	1.0	0.0	628.1999999992549	0.0	0.0	2.0
sub-pp026	1.0	0.0	596.0	0.0	1.0	2.0
sub-pp026	1.0	0.0	845.3000000007451	1.0	2.0	0.0
sub-pp026	1.0	0.0	562.0	1.0	0.0	2.0
sub-pp026	1.0	0.0	662.5	1.0	0.0	0.0
sub-pp026	1.0	0.0	710.6999999992549	1.0	0.0	0.0
sub-pp026	1.0	0.0	605.8000000007451	1.0	1.0	0.0
sub-pp026	1.0	0.0	588.7999999988824	0.0	0.0	1.0
sub-pp026	1.0	0.0	546.0999999996275	0.0	1.0	1.0
sub-pp026	1.0	0.0	660.2000000011176	1.0	0.0	0.0
sub-pp026	1.0	0.0	508.1000000014901	0.0	1.0	2.0
sub-pp026	1.0	0.0	623.8999999985099	0.0	1.0	1.0
sub-pp026	1.0	0.0	589.5	0.0	0.0	2.0
sub-pp026	1.0	0.0	632.9000000003725	0.0	2.0	1.0
sub-pp026	1.0	0.0	672.0999999996275	0.0	1.0	0.0
sub-pp026	1.0	0.0	608.4000000003725	0.0	1.0	1.0
sub-pp026	1.0	0.0	753.7000000011176	0.0	0.0	2.0
sub-pp026	1.0	0.0	535.6000000014901	1.0	2.0	2.0
sub-pp026	1.0	0.0	467.2000000011176	1.0	1.0	1.0
sub-pp026	1.0	0.0	471.2999999988824	1.0	0.0	1.0
sub-pp026	1.0	0.0	622.1999999992549	0.0	0.0	1.0
sub-pp026	1.0	0.0	639.5	1.0	1.0	0.0
sub-pp026	1.0	0.0	589.0	1.0	1.0	1.0
sub-pp026	1.0	0.0	376.3999999985099	1.0	1.0	2.0
sub-pp026	1.0	0.0	511.9000000003725	0.0	1.0	1.0
sub-pp026	1.0	0.0	839.4000000003725	1.0	2.0	0.0
sub-pp026	1.0	0.0	556.7000000011176	0.0	0.0	1.0
sub-pp026	1.0	0.0	479.5	0.0	2.0	2.0
sub-pp026	1.0	0.0	796.9000000003725	1.0	1.0	2.0
sub-pp026	1.0	0.0	496.0999999996274	1.0	2.0	1.0
sub-pp026	1.0	0.0	546.8000000007451	0.0	2.0	1.0
sub-pp026	1.0	0.0	595.3000000007451	0.0	2.0	2.0
sub-pp026	1.0	0.0	581.0999999996275	1.0	1.0	2.0
sub-pp026	1.0	0.0	477.8999999985099	0.0	1.0	2.0
sub-pp026	1.0	0.0	588.7000000011176	1.0	1.0	1.0
sub-pp026	1.0	0.0	728.1999999992549	0.0	0.0	2.0
sub-pp026	1.0	0.0	670.4000000003725	0.0	0.0	0.0
sub-pp026	1.0	0.0	546.8000000007451	0.0	1.0	2.0
sub-pp026	1.0	0.0	773.8999999985099	1.0	1.0	1.0
sub-pp026	1.0	0.0	555.2999999988824	1.0	2.0	2.0
sub-pp026	1.0	0.0	555.9000000003725	0.0	0.0	1.0
sub-pp026	1.0	0.0	484.9000000003725	1.0	0.0	2.0
sub-pp026	1.0	0.0	645.5999999996275	0.0	0.0	0.0
