participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp026	1.0	0.0	7877.300000190735	97
sub-pp026	1.0	0.0	2893.3999996185303	63
sub-pp026	1.0	0.0	2217.599999904633	582
sub-pp026	1.0	0.0	2392.599999904633	694
sub-pp026	1.0	0.0	4657.900000095367	7285
sub-pp026	1.0	0.0	3229.0	6439
sub-pp026	1.0	0.0	6351.900000095367	42731
sub-pp026	1.0	0.0	5429.400000095367	75836
sub-pp026	1.0	0.0	9709.0	392487
sub-pp026	1.0	0.0	11545.699999809263	619473
sub-pp026	1.0	0.0	28162.900000095367	4179386
sub-pp026	1.0	0.0	18142.39999961853	6917428
sub-pp026	1.0	0.0	38054.59999990463	38296174
sub-pp026	1.0	0.0	33506.0	58132647
sub-pp026	1.0	0.0	41399.19999980927	275863194
sub-pp026	1.0	0.0	45451.5	713942568
