participant_id	mlat5_corr	mlat5_incorr	mlat5_RT
sub-pp095	1.0	0.0	3468.0
sub-pp095	1.0	0.0	5152.300000011921
sub-pp095	1.0	0.0	1754.800000011921
sub-pp095	1.0	0.0	1399.100000023842
sub-pp095	1.0	0.0	3498.399999976158
sub-pp095	1.0	0.0	2215.300000011921
sub-pp095	1.0	0.0	2772.700000047684
sub-pp095	1.0	0.0	2663.200000047684
sub-pp095	1.0	0.0	2626.0
sub-pp095	1.0	0.0	3151.5
sub-pp095	1.0	0.0	3676.800000011921
sub-pp095	1.0	0.0	2172.600000023842
sub-pp095	1.0	0.0	1934.300000011921
sub-pp095	0.0	1.0	8030.5
sub-pp095	1.0	0.0	2550.300000011921
sub-pp095	1.0	0.0	2428.5
sub-pp095	0.0	1.0	2991.899999976158
sub-pp095	1.0	0.0	4936.800000011921
sub-pp095	1.0	0.0	2944.899999976158
sub-pp095	1.0	0.0	4912.199999988079
sub-pp095	1.0	0.0	6844.099999964237
sub-pp095	1.0	0.0	8496.199999988079
sub-pp095	1.0	0.0	3648.199999988079
sub-pp095	1.0	0.0	4469.699999988079
