participant_id	mlat5_corr	mlat5_incorr	mlat5_RT
sub-pp035	1.0	0.0	9108.699999999257
sub-pp035	1.0	0.0	3936.5
sub-pp035	1.0	0.0	4490.0
sub-pp035	1.0	0.0	2109.7999999998137
sub-pp035	1.0	0.0	4763.399999999441
sub-pp035	1.0	0.0	2241.5999999996275
sub-pp035	1.0	0.0	23073.799999999814
sub-pp035	1.0	0.0	1908.7999999998133
sub-pp035	1.0	0.0	1927.4000000003723
sub-pp035	1.0	0.0	1578.800000000745
sub-pp035	1.0	0.0	3285.5
sub-pp035	0.0	1.0	15771.799999999814
sub-pp035	0.0	1.0	3135.2000000001863
sub-pp035	0.0	1.0	1994.2000000001865
sub-pp035	1.0	0.0	10961.89999999944
sub-pp035	1.0	0.0	6962.200000000186
sub-pp035	1.0	0.0	2184.2000000001863
sub-pp035	0.0	1.0	11232.0
sub-pp035	1.0	0.0	1983.599999999628
sub-pp035	0.0	1.0	4980.099999999628
sub-pp035	0.0	1.0	7378.600000000559
sub-pp035	0.0	1.0	10367.900000000373
sub-pp035	1.0	0.0	5135.299999999814
sub-pp035	1.0	0.0	9244.599999999627
