participant_id	mlat5_corr	mlat5_incorr	mlat5_RT
sub-pp043	1.0	0.0	6975.799999952316
sub-pp043	1.0	0.0	2406.700000047684
sub-pp043	1.0	0.0	11745.0
sub-pp043	1.0	0.0	13279.899999856949
sub-pp043	1.0	0.0	2467.5
sub-pp043	1.0	0.0	4099.0
sub-pp043	1.0	0.0	1878.400000095368
sub-pp043	0.0	1.0	7003.300000190735
sub-pp043	1.0	0.0	9177.0
sub-pp043	1.0	0.0	6264.200000047684
sub-pp043	0.0	1.0	7595.599999904633
sub-pp043	1.0	0.0	2954.5
sub-pp043	1.0	0.0	2642.4000000953674
sub-pp043	0.0	1.0	2664.5
sub-pp043	1.0	0.0	10206.900000095367
sub-pp043	0.0	1.0	9682.700000047684
sub-pp043	1.0	0.0	7928.400000095367
sub-pp043	0.0	1.0	5659.299999952316
sub-pp043	0.0	1.0	4449.0
sub-pp043	1.0	0.0	4659.200000047684
sub-pp043	1.0	0.0	3801.900000095368
sub-pp043	0.0	1.0	3806.799999952316
sub-pp043	1.0	0.0	6148.599999904633
sub-pp043	1.0	0.0	3989.099999904633
