participant_id	mlat5_corr	mlat5_incorr	mlat5_RT
sub-pp161	1.0	0.0	2057.2999999523163
sub-pp161	1.0	0.0	1304.199999988079
sub-pp161	1.0	0.0	1439.899999976158
sub-pp161	1.0	0.0	1672.800000011921
sub-pp161	1.0	0.0	2473.200000047684
sub-pp161	0.0	1.0	7222.400000035763
sub-pp161	1.0	0.0	1557.7999999523165
sub-pp161	0.0	1.0	6239.200000047684
sub-pp161	1.0	0.0	1223.899999976158
sub-pp161	0.0	1.0	7074.399999976158
sub-pp161	1.0	0.0	2056.099999964237
sub-pp161	1.0	0.0	5124.0
sub-pp161	1.0	0.0	1489.4000000357628
sub-pp161	0.0	1.0	4423.400000035763
sub-pp161	0.0	1.0	5490.899999976158
sub-pp161	0.0	1.0	3772.5
sub-pp161	1.0	0.0	5157.300000011921
sub-pp161	0.0	1.0	4424.100000023842
sub-pp161	1.0	0.0	2241.699999988079
sub-pp161	1.0	0.0	3355.2999999523163
sub-pp161	1.0	0.0	2122.800000011921
sub-pp161	0.0	1.0	5571.299999952316
sub-pp161	1.0	0.0	6356.099999964237
sub-pp161	1.0	0.0	4542.600000023842
