participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp149	1.0	0.0	4740.600000023842	97
sub-pp149	1.0	0.0	4867.899999976158	63
sub-pp149	1.0	0.0	4083.399999976158	582
sub-pp149	1.0	0.0	3621.600000023842	694
sub-pp149	1.0	0.0	5861.900000095367	7285
sub-pp149	1.0	0.0	5693.900000095367	6439
sub-pp149	1.0	0.0	5803.700000047684	42731
sub-pp149	1.0	0.0	6188.0	75836
sub-pp149	1.0	0.0	6447.600000023842	392487
sub-pp149	1.0	0.0	7317.100000023842	619473
sub-pp149	1.0	0.0	6079.300000071526	4179386
sub-pp149	0.0	1.0	18489.0	6914378
sub-pp149	1.0	0.0	5375.100000023842	38296174
sub-pp149	1.0	0.0	7744.800000071526	58132647
sub-pp149	1.0	0.0	9135.699999928474	275863194
sub-pp149	0.0	1.0	14077.899999976158	713952468
