participant_id	digit-for_corr	digit-for_incorr	digit-for_RT	digit-for_response
sub-pp044	1.0	0.0	5247.0	97
sub-pp044	1.0	0.0	4177.0	63
sub-pp044	1.0	0.0	3909.59999999404	582
sub-pp044	1.0	0.0	4276.5	694
sub-pp044	1.0	0.0	4911.899999991059	7285
sub-pp044	1.0	0.0	4159.800000011921	6439
sub-pp044	1.0	0.0	6138.5	42731
sub-pp044	1.0	0.0	4771.20000000298	75836
sub-pp044	1.0	0.0	9153.0	392487
sub-pp044	0.0	1.0	47179.39999999106	691473
sub-pp044	1.0	0.0	8227.10000000894	4179386
sub-pp044	1.0	0.0	6727.399999991059	6917428
sub-pp044	1.0	0.0	10646.09999999404	38296174
sub-pp044	0.0	1.0	23280.40000000596	5861247
sub-pp044	0.0	1.0	27392.39999999106	27681394
sub-pp044	1.0	0.0	11543.5	713942568
